Var 1	Var 2	Var 3	Var 4	Var 5	Var 6	Var 7	Var 8	Var 9	Var 10	Var 11	Var 12	Var 13	Var 14	Var 15	Var 16	Var 17	Var 18	Var 19	Var 20	Var 21	Var 22	Var 23	Var 24	Var 25	Var 26	Var 27	Var 28	Var 29	Var 30	Var 31	Var 32	Var 33	Var 35	Var 32
0	0.6489147847	0.864177321	0	0.0522288756	0.8178206583	0.1182314319	0.2895350128	0.0186915888	0.5753424658	0.0375586854	0.4534309307	0	0.064516129	0.652173913	0.6875	0.1111111111	0	0.8051948052	0.2276119403	0.1917808219	0.6875	0.7777777778	0.4	0	0	0	0	0.8888888889	0	0.2	0	0.5833333333	0	0.209071284
0	0.6606464177	0.6863266905	0.0458346432	0.1037924152	0.7772417707	0.1183829187	0.2958606148	0.0137071651	0.5890410959	0.0938967136	0.6346230123	0	0.1935483871	0.8695652174	0.921875	0.2222222222	0	1	0.25	0.2739726027	0.53125	0.8888888889	0.4	0	0	0	0	0.7777777778	0	0.2857142857	0	0.75	0	0.4657473874
0	0.8191726607	0.8735353465	0.0716755737	0.0445775116	0.8432888763	0.0641347116	0.275330152	0.0137071651	1	0.0912139504	0.6440341831	0	0.1935483871	0.652173913	0.9375	0.2222222222	0	0.8571428571	0.1753731343	0.2328767123	0.4965277778	0.6666666667	0	0	0	0	0	0	0	0.2571428571	0	0.5833333333	0	0.1635729385
0	0.7630901153	0.9583397165	0.1749764225	0.0994677312	0.8574063564	0.050154078	0.2989679281	0.0249221184	0.8767123288	0.1374916164	0.5898027621	0	0.2258064516	0.5652173913	0.796875	0.2222222222	0	0.8181818182	0.1902985075	0.2876712329	0.5173611111	0.7222222222	0	0	0	0	0	0	0	0.2857142857	0	0.4166666667	0	0.0657937
0	0.7143732136	1	0.2295504558	0.0565535595	0.8547105562	0.0447404195	0.2968593941	0.0255451713	0.6849315068	0.4855801476	0.5124220243	0	0.3548387097	0.347826087	0.6875	0.4444444444	0	0.8051948052	0.2014925373	0.2602739726	0.5069444444	0.7222222222	0	0	0	0	0	0	0	0.6	0	0.4583333333	0	0.0351377798
0	0.7105254892	0.8572003834	0.0733731531	0.0768463074	0.8005817253	0.06739965	0.2903118411	0.0411214953	0.6575342466	1	0.6702123824	0	0.4838709677	0.4347826087	0.796875	0.5555555556	0	0.8571428571	0.2425373134	0.2465753425	0.5243055556	0.7777777778	0.2666666667	0	0	0	0	0.7777777778	0	0.4571428571	0	0.6666666667	0.6	0.2235178117
0	0.6112384961	0.7597421072	0	0.0449101796	0.7253121453	0.1085362791	0.2957496393	0.0242990654	0.5753424658	0.1415157612	0.6022067573	0	0.3225806452	0.6086956522	0.703125	0.4444444444	0	0.8961038961	0.2425373134	0.301369863	0.4895833333	0.8888888889	0.4	0	0	0	0	0	0	0.3428571429	0	0.7083333333	0	0.4010442733
0	0.6513961743	0.6852236866	0.020873939	0.0558882236	0.7268728717	0.075675611	0.2924203751	0.0274143302	0.6164383562	0.2085848424	0.9689900119	0	0.2580645161	0.7391304348	0.921875	0.5555555556	0	0.974025974	0.2537313433	0.2876712329	0.5416666667	0.8888888889	0.4666666667	0	0	0	0	0	0	0.9714285714	0	0.6666666667	0.6	0.4907337551
0	0.711907529	0.8497288449	0	0.0462408516	0.9147275823	0.0608418678	0.321163023	0.0224299065	0.5205479452	0.2803487592	0.7321241842	0	0.3225806452	0.6956521739	0.828125	0.4444444444	0	0.961038961	0.2649253731	0.2602739726	0.5138888889	0.8888888889	0.3333333333	0	0	0	0	0	0	0.6285714286	0	0.875	0	0.2385619206
0	0.6637403022	0.7947974981	0	0.0505655356	0.8291713961	0.0677703939	0.305737432	0.015576324	0.4794520548	0.1126760563	0.625644539	0	0.2580645161	0.652173913	0.828125	0.2222222222	0	0.9350649351	0.2425373134	0.2465753425	0.5	0.8888888889	0.5333333333	0	0	0	0	0	0	0.3142857143	0	0.8333333333	0	0.3763940451
0	0.7276125263	0.9587380234	0	0.0469061876	0.8921679909	0.056524495	0.3173898568	0.0193146417	0.6301369863	0.106639839	0.6590343634	0	0.2580645161	0.652173913	0.765625	0.3333333333	0	0.9350649351	0.2350746269	0.2465753425	0.46875	0.8333333333	0	0	0	0	0	0	0.6	0.4571428571	0	0.6666666667	0	0.0731439499
0	0.6564845934	0.8243991474	0.0063502043	0.0861610113	0.7890181612	0.1000769393	0.3011874376	0.0180685358	0.7534246575	0.1113346747	0.6380485342	0	0.2903225806	0.6956521739	0.765625	0.2222222222	0	0.9090909091	0.2350746269	0.2602739726	0.5381944444	0.8333333333	0.4666666667	0	0	0	0	0	0	0.3428571429	0	0.6666666667	0	0.2690460362
0	0.7305650658	0.7743700403	0	0.0688622754	0.8114358683	0.0508836063	0.2939740317	0.0211838006	0.3287671233	0.0938967136	1	0	0.4193548387	0.7391304348	0.96875	0.4444444444	0	0.974025974	0.223880597	0.2191780822	0.4756944444	0.8888888889	0.4666666667	0	0	0	0	0	0	0.4857142857	0	0.75	0	0.3359900802
0	0.7272041964	0.8865612977	0	0.0558882236	0.8547814983	0.0770629109	0.2975252469	0.0186915888	0.6301369863	0.0885311871	0.6584934915	0	0.2258064516	0.7826086957	0.78125	0.2222222222	0	0.961038961	0.223880597	0.301369863	0.4722222222	0.8888888889	0	0	0	0	0	0	0.8	0.4285714286	0	0.625	0	0.1634011339
0	0.5791374815	0.7697960756	0	0.0834996673	0.7845488082	0.0714260087	0.3219398513	0.0211838006	0.3835616438	0.1146881288	0.5990336422	0	0.2580645161	0.6086956522	0.734375	0.3333333333	0	0.9090909091	0.2313432836	0.2191780822	0.5486111111	0.8888888889	0.6	0	0	0	0	1	0	0.3714285714	0	0.9166666667	0	0.4607052953
0	0.7775387128	0.9079867114	0	0.0452428476	0.8987656073	0.0391075038	0.3179447342	0.015576324	0.7260273973	0.1240778001	0.6127717881	0	0.3870967742	0.5652173913	0.859375	0.2222222222	0	0.9350649351	0.223880597	0.2602739726	0.5069444444	0.8888888889	0.4	0	0	0	0	0	0	0.3714285714	0	0.625	0	0.1772052617
0	0.7903068756	0.8943523572	0	0.0439121756	0.8624432463	0.0447005545	0.2794362446	0.0174454829	0.6712328767	0.2018779343	0.6168824145	0	0.1612903226	0.6956521739	0.625	0.3333333333	0	0.8571428571	0.1529850746	0.2602739726	0.5555555556	0.7222222222	0.2666666667	0	0	0.8571428571	0	0	0	0.3142857143	0	0.5416666667	0	0.188820748
0	0.8113201621	0.9237395335	0	0.0642049235	0.8789727582	0.0299983655	0.3323715459	0.0211838006	0.6164383562	0.2105969148	0.6806692388	0	0.2903225806	0.652173913	0.78125	0.5555555556	0	0.9220779221	0.1865671642	0.2602739726	0.53125	0.7777777778	0	0	0	0	0	0	0.6	0.3714285714	0	0.5833333333	0.4	0.1370776781
0	0.7045104752	0.813504795	0	0.0598802395	0.8350595914	0.0401041272	0.2909776939	0.0193146417	0.698630137	0.1891348089	0.653769877	0	0.5161290323	0.7826086957	0.765625	0.3333333333	0	0.9220779221	0.197761194	0.2602739726	0.5868055556	0.8333333333	0.4666666667	0	0	0	0	0	0	0.4	0	0.6666666667	0	0.3701194416
0	0.6540503188	0.7780773591	0	0.0918163673	0.7668842225	0.0319039096	0.3192764399	0.0168224299	0.6301369863	0.2481556003	0.6446471712	0	0.3548387097	0.7391304348	0.765625	0.3333333333	0	0.9220779221	0.1791044776	0.2465753425	0.5486111111	0.7222222222	0.4	0	0	0	0	0	0	0.4285714286	0	0.5833333333	0	0.4760033763
0	0.7855011465	0.9528203198	0	0.0628742515	0.9116770715	0.061029233	0.2997447564	0.0242990654	0.5616438356	0.1763916834	0.6748999387	0	0.2258064516	0.7826086957	0.8125	0.3333333333	0	0.974025974	0.2350746269	0.3150684932	0.4513888889	0.8333333333	0	0	0	0	0	0.6666666667	0	0.4285714286	0	0.5833333333	0	0.0419128577
0	0.8107547822	0.9707791497	0	0.0715236194	0.9325340522	0.0436760256	0.3140605926	0.0180685358	0.6849315068	0.2266934943	0.672700393	0	0.3548387097	0.8695652174	0.8125	0.4444444444	0	0.974025974	0.2164179104	0.2465753425	0.4826388889	0.7777777778	0.2	0	0	0	0	0	0	0.3714285714	0	0.4583333333	0	0.0283328229
0	0.7428777837	0.8898703095	0	0.0884896873	0.8206583428	0.0597974064	0.3050715792	0.0193146417	0.7397260274	0.2139503689	0.6398874986	0	0.3870967742	0.7391304348	0.765625	0.3333333333	0	0.9220779221	0.2089552239	0.301369863	0.5729166667	0.6666666667	0.2	0	0	0	0	0	0	0.3428571429	0	0.4166666667	0	0.187289446
0	0.7862549863	0.9073695545	0	0.0455755156	0.8751418842	0.0263945752	0.3236044834	0.0236760125	0.6575342466	0.3145539906	0.6631449897	0	0.4193548387	0.652173913	0.796875	0.4444444444	0	0.9350649351	0.171641791	0.2876712329	0.5659722222	0.7777777778	0.2666666667	0	0	0	0	0	0	0.4571428571	0	0.5416666667	0	0.187416432
0	0.7836008418	0.9400963815	0	0.0602129075	0.9058598184	0.0541365852	0.3049606037	0.0168224299	0.5753424658	0.1911468813	0.663505571	0	0.2903225806	0.8260869565	0.78125	0.3333333333	0	0.961038961	0.2089552239	0.2876712329	0.5868055556	0.7777777778	0.2666666667	0	0	0	0	0	0.6	0.4	0	0.5833333333	0	0.0798517998
0	0.4887552219	0.5846314785	0	0.1161011311	0.5883229285	0.2182964118	0.2422594607	0.0180685358	0.8356164384	0.1837692824	0.5214004976	0	0.4193548387	0.6956521739	0.640625	0.4444444444	0	0.8441558442	0.2052238806	0.3150684932	0.4895833333	0.7777777778	0.6	0	0	0	0	0	0	0.2857142857	0	0.9166666667	0	0.5851441291
0	0.8284229042	0.8931661903	0	0.0389221557	0.7964670829	0.0059239297	0.2712240595	0.0249221184	0.5616438356	0.2092555332	0.6107525331	0	0.4516129032	0.5652173913	0.6875	0.4444444444	0	0.7922077922	0.0820895522	0.2191780822	0.6076388889	0.7222222222	0	0	0	0	0	0	0.6	0.3428571429	0	0.5	0	0.2542932481
0	0.8130163018	0.9397856146	0	0.0512308716	0.8260499432	0.0066813635	0.2496948174	0.0168224299	0.6301369863	0.174379611	0.5427108499	0	0.2258064516	0.3913043478	0.59375	0.4444444444	0	0.7272727273	0.078358209	0.2191780822	0.6909722222	0.6666666667	0.2666666667	0	0	0	0	0	0	0.2571428571	0	0.625	0	0.1932428496
0	0.7497565725	0.8356786757	0	0.0518962076	0.7717792281	0.0459842055	0.3022971923	0.0230529595	0.7534246575	0.1797451375	0.6133487181	0	0.3548387097	0.6086956522	0.703125	0.4444444444	0	0.8441558442	0.1268656716	0.2328767123	0.6319444444	0.7222222222	0	0	0	0	0	0	0	0.3142857143	0	0.5	0	0.3145443816
0	0.8006878789	0.915668346	0	0.0425815037	0.8728007946	0.0213915255	0.292642326	0.0174454829	0.698630137	0.2213279678	0.6379403599	0	0.2903225806	0.6086956522	0.734375	0.3333333333	0	0.8831168831	0.1529850746	0.2465753425	0.5798611111	0.7777777778	0	0	0	1	0	0	0.6	0.3428571429	0	0.5833333333	0.4	0.1844658744
0	0.8377830826	0.9214459856	0	0.0738522954	0.8439273553	0.0177359107	0.3002996338	0.015576324	0.6301369863	0.2360831657	0.6384451736	0	0.3870967742	0.5652173913	0.703125	0.5555555556	0	0.8571428571	0.1156716418	0.2465753425	0.6527777778	0.6666666667	0	0	0	0	0	1	0.6	0.3142857143	0	0.4583333333	0	0.1654851987
0	0.7869774162	0.8490854259	0	0.0901530273	0.8636492622	0.0186807098	0.2985240262	0.0242990654	0.698630137	0.2280348759	0.6803086576	0	0.2258064516	0.7391304348	0.75	0.4444444444	0	0.9350649351	0.1492537313	0.2739726027	0.5520833333	0.8333333333	0.2666666667	0	0	0	0	0	0.6	0.4	0	0.8333333333	0	0.3003144772
0	0.8429186167	0.8803153191	0	0.0868263473	0.8588251986	0.0514656344	0.2838752636	0.0292834891	0.6712328767	0.2112676056	0.6271589803	0	0.3548387097	0.8260869565	0.703125	0.4444444444	0	0.8441558442	0.1231343284	0.2465753425	0.59375	0.7222222222	0.2	0	0	0	0	0	0	0.3142857143	0	0.375	0	0.1718718487
0	0.8484467758	0.9456245322	0	0.0555555556	0.8837968218	0.0267693056	0.2971923205	0.0230529595	0.8904109589	0.2468142186	0.6554285508	0	0.4516129032	0.6086956522	0.765625	0.4444444444	0	0.8961038961	0.1940298507	0.2602739726	0.5555555556	0.6666666667	0	0	0	0	0	0	0.8	0.3714285714	0	0.4583333333	0	0.0948137414
0	0.8893425888	0.9390108856	0	0.0728542914	0.9632519864	0.0111940745	0.2921984241	0.0199376947	0.6849315068	0.1804158283	0.6713301843	0	0.2903225806	0.652173913	0.765625	0.4444444444	0	0.9090909091	0.1231343284	0.2739726027	0.5833333333	0.8333333333	0.2	0	0	0	0	0	0	0.3714285714	0	0.5416666667	0	0.1050622605
0	0.7505732324	0.8291350611	0	0.0765136394	0.832292849	0.0229661905	0.2761069804	0.014953271	0.5205479452	0.2018779343	0.6326398154	0	0.3870967742	0.6086956522	0.703125	0.4444444444	0	0.8441558442	0.1231343284	0.2465753425	0.5416666667	0.7777777778	0.4	0	0	0	0	0	0.6	0.4	0	0.7916666667	0	0.3593032202
0	0.8500800955	0.9769550964	0	0.0555555556	0.815053916	0.003528047	0.2490289646	0.0199376947	0.4109589041	0.160295104	0.5101503624	0	0.2903225806	0.3913043478	0.53125	0.4444444444	0	0.6363636364	0.0335820896	0.1917808219	0.5798611111	0.5	0	0	0	0	0	0	0	0.2285714286	0	0.4166666667	0	0.1266947032
0	0.7787008826	0.8658755969	0	0.0781769794	0.7313422247	0.0049791307	0.260126512	0.0118380062	0.4657534247	0.152917505	0.5031190279	0	0.2903225806	0.4782608696	0.46875	0.4444444444	0	0.6493506494	0.0373134328	0.1780821918	0.6493055556	0.5	0.2666666667	0	0	0	0	0	0	0.2571428571	0	0.4583333333	0	0.3564796486
0	0.7660112448	0.8484901539	0	0.0528942116	0.7663876277	0.0239827465	0.2877594052	0.0130841121	0.6164383562	0.1804158283	0.5968701547	0	0.2580645161	0.5652173913	0.625	0.5555555556	0	0.7792207792	0.0820895522	0.2328767123	0.65625	0.6111111111	0	0	0	0.8571428571	0	0	0	0.2571428571	0	0.4166666667	0	0.3313364159
0	0.7122216289	0.7919480713	0	0.0671989355	0.6962258797	0.0057166321	0.2840972145	0.0137071651	0.4109589041	0.1670020121	0.5669419104	0	0.1290322581	0.5652173913	0.59375	0.4444444444	0	0.7532467532	0.0671641791	0.2054794521	0.625	0.6666666667	0.2666666667	0	0	0	0	0.8888888889	0	0.2857142857	0	0.6666666667	0	0.5015947951
0	0.8039859283	0.914521572	0	0.0638722555	0.8008654938	0.0047917655	0.2528021307	0.0224299065	0.5068493151	0.1730382294	0.5620380053	0	0.2903225806	0.5652173913	0.5625	0.4444444444	0	0.7532467532	0.0597014925	0.2191780822	0.6215277778	0.6111111111	0.2	0	0	0	0	0	0	0.2857142857	0	0.5	0	0.2425358362
0	0.8158589063	0.9072776375	0	0.0632069195	0.8198779796	0.0062428492	0.2614582177	0.0080996885	0.6301369863	0.1750503018	0.5374463635	0	0.3225806452	0.5217391304	0.515625	0.4444444444	0	0.7272727273	0.0447761194	0.2191780822	0.5972222222	0.6111111111	0.3333333333	0	0	0	0	0	0	0.3142857143	0	0.625	0	0.2492287466
0	0.8093884474	0.914578473	0	0.0658682635	0.7483683314	0.0038788584	0.2570191988	0.015576324	0.6712328767	0.163648558	0.5065806079	0	0.2258064516	0.5217391304	0.515625	0.4444444444	0	0.6493506494	0.0373134328	0.1917808219	0.6458333333	0.5555555556	0.2	0	0	0	0	0	0	0.2571428571	0	0.4583333333	0	0.2585061962
0	0.8308100638	0.9054918216	0	0.0901530273	0.7994466515	0.0443537296	0.2554655421	0.0137071651	0.5205479452	0.1515761234	0.5404031298	0	0.3225806452	0.5652173913	0.5625	0.3333333333	0	0.7272727273	0.0708955224	0.2054794521	0.7256944444	0.5555555556	0	0	0	0	0	0	0	0.2571428571	0	0.4166666667	0.6	0.1750763784
0	0.8542105098	0.932392862	0	0.0841650033	0.7962542565	0.0327012083	0.2633448008	0.0199376947	0.7123287671	0.1737089202	0.5678794216	0	0.3225806452	0.5217391304	0.609375	0.5555555556	0	0.7402597403	0.078358209	0.2054794521	0.6006944444	0.6111111111	0	0	0	0	0	0	0.6	0.2857142857	0	0.4583333333	0	0.1338731484
0	0.7557401765	0.8051578565	0	0.0462408516	0.772346765	0.0294402564	0.2892020863	0.014953271	0.7945205479	0.2018779343	0.5870623445	0	0.1935483871	0.5652173913	0.625	0.4444444444	0	0.7792207792	0.0858208955	0.2328767123	0.6597222222	0.7222222222	0	0	0	0	0	0	0.8	0.3142857143	0	0.5	0	0.4011339105
0	0.7333762603	0.9628217642	0	0.0758483034	0.7699347333	0	0.2235046055	0.0130841121	0.3561643836	0.142186452	0.3553888869	0	0.2258064516	0.3043478261	0.34375	0.3333333333	0	0.4935064935	0.0037313433	0.1643835616	0.6423611111	0.5	0.3333333333	0	0	0	0	0	0	0.1714285714	0	0.5416666667	0.6	0.2514024486
0	0.7719320288	0.9482682401	0	0.0658682635	0.7732690125	8.291907019019562E-4	0.2351570303	0.0093457944	0.6164383562	0.1609657948	0.3866512819	0	0.064516129	0.2608695652	0.34375	0.2222222222	0	0.5064935065	0	0.1506849315	0.7256944444	0.4444444444	0	0	0	0	0	0	0	0.2285714286	0	0.2916666667	0	0.2486012863
0	0.7324339605	0.864037257	0	0.0662009315	0.7778802497	0.0042775078	0.2513594496	0.0161993769	0.3698630137	0.1502347418	0.4782749793	0	0.3225806452	0.3913043478	0.5	0.4444444444	0	0.5974025974	0.0298507463	0.1917808219	0.7465277778	0.5555555556	0.4666666667	0	0	0	0	0	0	0.2285714286	0	0.5833333333	0	0.3838414019
0	0.7791092126	0.9243523135	0	0.0662009315	0.7641174801	0.0032450059	0.2185107091	0.0124610592	0.5342465753	0.1482226693	0.4612555439	0	0.3225806452	0.3913043478	0.484375	0.4444444444	0	0.6103896104	0.026119403	0.1780821918	0.7013888889	0.5555555556	0.4	0	0	0	0	0	0	0.2571428571	0	0.5416666667	0	0.2679181015
0	0.811979772	0.9708754437	0	0.0751829674	0.795899546	0.0035559524	0.2509155477	0.0130841121	0.5205479452	0.1676727029	0.4635272059	0	0.1290322581	0.4347826087	0.4375	0.5555555556	0	0.5844155844	0.0298507463	0.1780821918	0.7118055556	0.5	0	0	0	0	0	0	0	0.2285714286	0	0.2916666667	0	0.1660379614
0	0.8313126237	0.9511789449	0	0.0851630073	0.8033484677	0.0027945321	0.2600155366	0.0124610592	0.5068493151	0.1643192488	0.4668445534	0	0.2580645161	0.4782608696	0.453125	0.4444444444	0	0.5974025974	0.0298507463	0.1780821918	0.7256944444	0.5555555556	0	0	0	0	0	0	0.6	0.2	0	0.3333333333	0	0.1895154363
0	0.8457455162	0.9507281139	0	0.0831669993	0.8143444949	0.0035320335	0.2592387082	0.0224299065	0.4657534247	0.1515761234	0.477914398	0	0.3870967742	0.6086956522	0.421875	0.4444444444	0	0.5974025974	0.026119403	0.1780821918	0.7013888889	0.5555555556	0	0	0	0	0	0.6666666667	0	0.1714285714	0	0.375	0.6	0.1786992149
0	0.7914062255	0.9253896624	0	0.0898203593	0.7831299659	0.0037473041	0.2491399401	0.0105919003	0.4383561644	0.1522468142	0.4606425558	0	0.2580645161	0.4347826087	0.484375	0.3333333333	0	0.5974025974	0.026119403	0.2054794521	0.6597222222	0.5555555556	0.2666666667	0	0	0	0	0	0	0.2571428571	0	0.375	0.4	0.2550402247
0	0.7711938939	0.8897302455	0	0.0738522954	0.7629824064	0.0037034527	0.2480301853	0.0105919003	0.5753424658	0.1327967807	0.4445966899	0	0.1935483871	0.3043478261	0.40625	0.2222222222	0	0.5844155844	0.0223880597	0.1780821918	0.6319444444	0.6111111111	0.4666666667	0	0	0	0	0	0	0.2285714286	0	0.5416666667	0	0.3317547228
0	0.7961177247	0.9081048904	0	0.0708582834	0.7749716232	0.0043492647	0.271113084	0.0168224299	0.3424657534	0.1857813548	0.4659791584	0	0.2258064516	0.4347826087	0.46875	0.4444444444	0	0.5974025974	0.0223880597	0.1917808219	0.6736111111	0.5555555556	0	0	0	0	0	0	0	0.2285714286	0	0.4166666667	0	0.2795335878
0	0.5800012564	0.7314623118	0	0.1387225549	0.7038876277	0.0117242781	0.2374875153	0.0087227414	0.7260273973	0.1757209926	0.439187971	0	0.2580645161	0.5217391304	0.671875	0.3333333333	0	0.5974025974	0.0671641791	0.1780821918	0.8506944444	0.6666666667	0.4666666667	0	0	0	0	0	0	0.4285714286	0	0.6666666667	0.6	0.6829383072
0.496371943	0.76448786	0.7259910622	0	0.0592149035	0.5305760499	0.0116485348	0.2413716569	0.0193146417	0.6301369863	0.1877934272	0.4349691703	0	0.935483871	0.3913043478	0.59375	0.4444444444	0	0.6753246753	0.0746268657	0.1780821918	1	0.1111111111	0	0	0	0.6666666667	0	0	0	0.3428571429	1	0	0	0.5970434666
0	0.7842761567	0.8665277699	0	0.0705256154	0.6545828604	0.0173691533	0.266674065	0.0093457944	0.8219178082	0.1750503018	0.4311109509	0	0.2258064516	0.2608695652	0.578125	0.4444444444	0	0.6103896104	0.0634328358	0.1780821918	0.78125	0.2777777778	0	0	0	0	0	0	0.6	0.3714285714	0.5833333333	0	0	0.3514749053
0.4180327869	0.7488299777	0.8554320755	0	0.1530272788	0.8701049943	0.0366916886	0.2793252691	0.0124610592	0.5205479452	0.1945003353	0.4945732521	0	0.0322580645	0.4347826087	0.765625	0.3333333333	0	0.6753246753	0.1082089552	0.1917808219	0.9409722222	0.5	0	0	0	0	0	0	0	0.4285714286	0	0.2083333333	0.6	0.2886691118
0	0.8197380406	0.915011796	0	0.0918163673	0.9116061294	0.00414994	0.2848740428	0.0186915888	0.5068493151	0.1696847753	0.4632026827	0	0.0967741935	0.4347826087	0.5	0.4444444444	0	0.5974025974	0.0410447761	0.1917808219	0.9201388889	0.5555555556	0	0	0	0	0	0	0	0.3142857143	0	0.375	0	0.241168869
0	0.8444734114	0.9337147159	0	0.0951430472	0.8741486947	0.0113415747	0.2876484297	0.0218068536	0.6301369863	0.1918175721	0.5006310172	0	0.064516129	0.3913043478	0.546875	0.4444444444	0	0.6623376623	0.0746268657	0.2054794521	0.9305555556	0.5	0	0	0	0	0	0	0	0.3428571429	0	0.3333333333	0	0.179431252
0	0.7092062694	0.8074207654	0	0.0998003992	0.9706299659	0.0109827903	0.3016313395	0.0205607477	0.4931506849	0.2119382964	0.5662207478	0	0.1935483871	0.3913043478	0.703125	0.5555555556	0	0.7662337662	0.0932835821	0.2465753425	0.8888888889	0.7222222222	0.4666666667	0	0	0	0	0	0	0.5714285714	0	0.7083333333	0.8	0.4346880999
0	0.7660740648	0.8389920645	0	0.0961410512	0.989784336	0.0051864284	0.3072910887	0.0087227414	0.5753424658	0.2233400402	0.5888291927	0	0.2258064516	0.652173913	0.703125	0.6666666667	0	0.7792207792	0.0858208955	0.2602739726	0.7743055556	0.6666666667	0.2666666667	0	0	0	0	0	0	0.6	0	0.5416666667	0	0.3578391461
0.6678312282	0.8938028081	0.9123024332	0	0.126413839	1	0.0055133209	0.3024081678	0.0137071651	0.4931506849	0.2481556003	0.6294667003	0	0.2903225806	0.347826087	0.765625	0.6666666667	0	0.8051948052	0.1044776119	0.2602739726	0.7604166667	0.6111111111	0	0	0	0	0	0	0.6	0.5142857143	0	0.4583333333	0	0.1241325734
0.5085998388	0.7867104313	0.8440343682	0	0.1097804391	0.9227440409	0.0041060886	0.2943069582	0.0205607477	0.602739726	0.2005365526	0.5232034039	0	0.3225806452	0.4782608696	0.640625	0.4444444444	0	0.7012987013	0.0597014925	0.2465753425	0.8333333333	0.6111111111	0.2	0	0	0.7619047619	0	0	0.6	0.3714285714	0	0.4583333333	0	0.3344737176
